Index,date,volume,rate,prediction
302,2018-11-29,6503347767,4278.85,Extreme Fear
303,2018-11-30,6048016717,4017.27,Extreme Fear
304,2018-12-01,5375314093,4214.67,Extreme Fear
305,2018-12-02,5262697895,4139.88,Extreme Fear
306,2018-12-03,5089570994,3894.13,Extreme Fear
307,2018-12-04,5028069239,3956.89,Extreme Fear
308,2018-12-05,5302481574,3753.99,Extreme Fear
309,2018-12-06,5878333109,3521.10,Extreme Fear
310,2018-12-07,6835615448,3419.94,Extreme Fear
311,2018-12-08,5305024497,3476.11,Extreme Fear
312,2018-12-09,4947372847,3614.23,Extreme Fear
313,2018-12-10,5020968740,3502.66,Extreme Fear
314,2018-12-11,4696765188,3424.59,Extreme Fear
315,2018-12-12,4139364829,3486.95,Extreme Fear
316,2018-12-13,4343372456,3313.68,Extreme Fear
317,2018-12-14,4372763663,3242.48,Extreme Fear
318,2018-12-15,3551763561,3236.76,Extreme Fear
319,2018-12-16,3744248994,3252.84,Extreme Fear
320,2018-12-17,5409247918,3545.86,Extreme Fear
321,2018-12-18,5911325473,3696.06,Extreme Fear
322,2018-12-19,6810689119,3745.95,Extreme Fear
323,2018-12-20,8927129279,4134.44,Fear
324,2018-12-21,7206015706,3896.54,Fear
325,2018-12-22,5605823233,4014.18,Fear
326,2018-12-23,6151275490,3998.98,Fear
327,2018-12-24,7240968501,4078.60,Extreme Fear
328,2018-12-25,6158207293,3815.49,Fear
329,2018-12-26,5326547918,3857.30,Fear
330,2018-12-27,5130222366,3654.83,Fear
331,2018-12-28,5631554348,3923.92,Extreme Fear
332,2018-12-29,4991655917,3820.41,Extreme Fear
333,2018-12-30,4770578575,3865.95,Extreme Fear
334,2018-12-31,4661840806,3742.70,Fear
335,2019-01-01,4324200990,3843.52,Extreme Fear
336,2019-01-02,5244856836,3943.41,Fear
337,2019-01-03,4530215219,3836.74,Fear
338,2019-01-04,4847965467,3857.72,Neutral
339,2019-01-05,5137609824,3845.19,Fear
340,2019-01-06,5597027440,4076.63,Fear
341,2019-01-07,5228625637,4025.25,Fear
342,2019-01-08,5306593305,4030.85,Fear
343,2019-01-09,5115905225,4035.30,Fear
344,2019-01-10,6874143796,3678.92,Fear
345,2019-01-11,5538712865,3687.37,Extreme Fear
346,2019-01-12,4778170883,3661.30,Extreme Fear
347,2019-01-13,4681302466,3552.95,Extreme Fear
348,2019-01-14,5651384490,3706.05,Extreme Fear
349,2019-01-15,5537192302,3630.68,Fear
350,2019-01-16,5394457145,3655.01,Extreme Fear
351,2019-01-17,5464420383,3678.56,Fear
352,2019-01-18,5002961727,3657.84,Fear
353,2019-01-19,5955691380,3728.57,Fear
354,2019-01-20,5582489560,3601.01,Fear
355,2019-01-21,5004347059,3576.03,Fear
356,2019-01-22,5313623556,3604.58,Fear
357,2019-01-23,5433755649,3585.12,Fear
358,2019-01-24,5262869046,3600.87,Fear
359,2019-01-25,5265847539,3599.77,Fear
360,2019-01-26,5098183235,3602.46,Fear
361,2019-01-27,5570752966,3583.97,Fear
362,2019-01-28,6908930483,3470.45,Fear
363,2019-01-29,5897159493,3448.12,Extreme Fear
364,2019-01-30,5955112627,3486.18,Extreme Fear
365,2019-01-31,5831198271,3457.79,Extreme Fear
366,2019-02-01,5422926707,3487.95,Extreme Fear
367,2019-02-02,5071623601,3521.06,Extreme Fear
368,2019-02-03,5043937584,3464.01,Extreme Fear
369,2019-02-04,5332718886,3459.15,Fear
370,2019-02-05,5227549545,3466.36,Extreme Fear
371,2019-02-06,5482196038,3413.77,Extreme Fear
372,2019-02-07,5004962683,3399.47,Extreme Fear
373,2019-02-08,7735623101,3666.78,Fear
374,2019-02-09,6158833645,3671.20,Fear
375,2019-02-10,6282256903,3690.19,Fear
376,2019-02-11,6277056434,3648.43,Fear
377,2019-02-12,6480384532,3653.53,Fear
378,2019-02-13,6438903823,3632.07,Neutral
379,2019-02-14,6271044418,3616.88,Neutral
380,2019-02-15,6091952231,3620.81,Fear
381,2019-02-16,5934744052,3629.79,Fear
382,2019-02-17,7039512503,3673.84,Fear
383,2019-02-18,9908216640,3915.71,Greed
384,2019-02-19,9933626655,3947.09,Greed
385,2019-02-20,8693373948,3999.82,Greed
386,2019-02-21,7775128102,3954.12,Greed
387,2019-02-22,7826525254,4005.53,Greed
388,2019-02-23,8922258316,4142.53,Greed
389,2019-02-24,10794227451,3810.43,Greed
390,2019-02-25,9318796067,3882.70,Neutral
391,2019-02-26,7931218996,3854.36,Fear
392,2019-02-27,8301309684,3851.05,Fear
393,2019-02-28,8399767798,3854.79,Fear
394,2019-03-01,7661247975,3859.58,Fear
395,2019-03-02,7578786076,3864.42,Fear
396,2019-03-03,7253558152,3847.18,Fear
397,2019-03-04,9029175788,3761.56,Fear
398,2019-03-05,10174126415,3896.38,Fear
399,2019-03-06,9175291529,3903.94,Fear
400,2019-03-07,9584165519,3911.48,Greed
401,2019-03-08,10638638944,3901.13,Neutral
402,2019-03-09,10796103518,3963.31,Greed
403,2019-03-10,9713267607,3951.60,Greed
404,2019-03-11,10125901903,3905.23,Greed
405,2019-03-12,9809887079,3909.16,Greed
406,2019-03-13,9469184841,3906.72,Neutral
407,2019-03-14,10480789570,3924.37,Greed
408,2019-03-15,9394210605,3960.91,Greed
409,2019-03-16,9856166973,4048.73,Neutral
410,2019-03-17,8221625400,4025.23,Greed
411,2019-03-18,9646954186,4032.51,Greed
412,2019-03-19,9344919956,4071.19,Greed
413,2019-03-20,10175916388,4087.48,Greed
414,2019-03-21,10831212662,4029.33,Greed
415,2019-03-22,9252935969,4023.97,Greed
416,2019-03-23,9578850549,4035.83,Neutral
417,2019-03-24,9144851065,4022.17,Fear
418,2019-03-25,10359818883,3963.07,Fear
419,2019-03-26,10707678815,3985.08,Fear
420,2019-03-27,10897131934,4087.07,Fear
421,2019-03-28,9353915899,4069.11,Neutral
422,2019-03-29,10918665557,4098.37,Neutral
423,2019-03-30,9732688060,4106.66,Greed
424,2019-03-31,9045122443,4105.40,Greed
425,2019-04-01,10157794171,4158.18,Greed
426,2019-04-02,21315047816,4879.88,Greed
427,2019-04-03,22899891582,4973.02,Greed
428,2019-04-04,18251810240,4922.80,Greed
429,2019-04-05,16837325387,5036.68,Greed
430,2019-04-06,16929795194,5059.82,Greed
431,2019-04-07,16655416140,5198.90,Greed
432,2019-04-08,17154113634,5289.77,Greed
433,2019-04-09,14722104361,5204.96,Greed
434,2019-04-10,15504590933,5324.55,Greed
435,2019-04-11,16555616019,5064.49,Greed
436,2019-04-12,13675206312,5089.54,Fear
437,2019-04-13,10823289598,5096.59,Greed
438,2019-04-14,10391952498,5167.72,Neutral
439,2019-04-15,12290155061,5067.11,Greed
440,2019-04-16,11618660197,5235.56,Neutral
441,2019-04-17,12438480677,5251.94,Greed
442,2019-04-18,13256489918,5298.39,Greed
443,2019-04-19,13780238655,5303.81,Greed
444,2019-04-20,13169647522,5337.89,Greed
445,2019-04-21,13731844223,5314.53,Greed
446,2019-04-22,14601631648,5399.37,Greed
447,2019-04-23,15867308108,5572.36,Greed
448,2019-04-24,17048033399,5464.87,Greed
449,2019-04-25,15330283408,5210.52,Greed
450,2019-04-26,16812108040,5279.35,Fear
451,2019-04-27,13111274675,5268.29,Fear
452,2019-04-28,12819992056,5285.14,Fear
453,2019-04-29,13735490672,5247.35,Fear
454,2019-04-30,13878964574,5350.73,Fear
455,2019-05-01,13679528236,5402.70,Neutral
456,2019-05-02,14644460907,5505.28,Neutral
457,2019-05-03,18720780006,5768.29,Greed
458,2019-05-04,17567780766,5831.17,Greed
459,2019-05-05,14808830723,5795.71,Greed
460,2019-05-06,15737171804,5746.81,Greed
461,2019-05-07,18026409033,5829.50,Greed
462,2019-05-08,15320605300,5982.46,Greed
463,2019-05-09,16784645411,6174.53,Greed
464,2019-05-10,19419875368,6378.85,Greed
465,2019-05-11,28867562329,7204.77,Extreme Greed
466,2019-05-12,27773333680,6972.37,Greed
467,2019-05-13,28677672181,7814.92,Extreme Greed
468,2019-05-14,32031452227,7994.42,Extreme Greed
469,2019-05-15,28344112920,8205.17,Extreme Greed
470,2019-05-16,33167197581,7884.91,Greed
471,2019-05-17,30066644905,7343.90,Greed
472,2019-05-18,21354286562,7271.21,Greed
473,2019-05-19,25902422040,8197.69,Greed
474,2019-05-20,23843404340,7978.31,Greed
475,2019-05-21,25127245056,7963.33,Greed
476,2019-05-22,24719473175,7680.07,Greed
477,2019-05-23,24457107820,7881.85,Greed
478,2019-05-24,25919126991,7987.37,Greed
479,2019-05-25,22256813107,8052.54,Greed
480,2019-05-26,26677970091,8673.22,Greed
481,2019-05-27,27949839564,8805.78,Greed
482,2019-05-28,24226919267,8719.96,Greed
483,2019-05-29,23473479966,8659.49,Greed
484,2019-05-30,29246528551,8319.47,Greed
485,2019-05-31,25365190957,8574.50,Greed
486,2019-06-01,22488303544,8564.02,Greed
487,2019-06-02,20266216022,8742.96,Greed
488,2019-06-03,22004511436,8209.00,Greed
489,2019-06-04,24609731549,7707.77,Fear
490,2019-06-05,21760923463,7824.23,Fear
491,2019-06-06,19474611077,7822.02,Fear
492,2019-06-07,19141423231,8043.95,Fear
493,2019-06-08,16522722810,7954.13,Greed
494,2019-06-09,16610726547,7688.08,Greed
495,2019-06-10,18689275117,8000.33,Fear
496,2019-06-11,17107279932,7927.71,Greed
497,2019-06-12,19034432883,8145.86,Greed
498,2019-06-13,18669407147,8230.92,Greed
499,2019-06-14,19831162906,8693.83,Greed
500,2019-06-15,18371033226,8838.38,Greed
501,2019-06-16,23348550311,8994.49,Extreme Greed
502,2019-06-17,15562951919,9320.35,Extreme Greed
503,2019-06-18,15848210536,9081.76,Extreme Greed
504,2019-06-19,15546809946,9273.52,Extreme Greed
505,2019-06-20,17846823784,9527.16,Extreme Greed
506,2019-06-21,20624008643,10144.56,Extreme Greed
507,2019-06-22,29995204861,10701.69,Extreme Greed
508,2019-06-23,20998326502,10855.37,Extreme Greed
509,2019-06-24,19271652365,11011.10,Extreme Greed
510,2019-06-25,24879684533,11790.92,Extreme Greed
511,2019-06-26,45105733173,13016.23,Extreme Greed
512,2019-06-27,39977475223,11182.81,Extreme Greed
513,2019-06-28,35087757766,12407.33,Greed
514,2019-06-29,29923961128,11959.37,Greed
515,2019-06-30,27256473494,10817.16,Extreme Greed
516,2019-07-01,29378589324,10583.13,Greed
517,2019-07-02,31015895223,10801.68,Greed
518,2019-07-03,30796494294,11961.27,Extreme Greed
519,2019-07-04,25920294033,11215.44,Extreme Greed
520,2019-07-05,23838480210,10978.46,Greed
521,2019-07-06,21092024306,11208.55,Greed
522,2019-07-07,19369044277,11450.85,Greed
523,2019-07-08,23482551458,12285.96,Greed
524,2019-07-09,28167921523,12573.81,Extreme Greed
525,2019-07-10,33627574244,12156.51,Extreme Greed
526,2019-07-11,28595327690,11358.66,Greed
527,2019-07-12,23534692797,11815.99,Fear
528,2019-07-13,21042616384,11392.38,Greed
529,2019-07-14,22486000001,10256.06,Greed
530,2019-07-15,25384047207,10895.09,Extreme Fear
531,2019-07-16,24151199070,9477.64,Fear
532,2019-07-17,24569921549,9693.80,Extreme Fear
533,2019-07-18,25187024648,10666.48,Fear
534,2019-07-19,20727426310,10530.73,Fear
535,2019-07-20,20206615155,10767.14,Fear
536,2019-07-21,17130580467,10599.11,Fear
537,2019-07-22,16334414913,10343.11,Fear
538,2019-07-23,17851916995,9900.77,Fear
539,2019-07-24,17398734322,9811.93,Extreme Fear
540,2019-07-25,15821952090,9911.84,Fear
541,2019-07-26,14495714483,9870.30,Extreme Fear
542,2019-07-27,16817809536,9477.68,Neutral
543,2019-07-28,13738687093,9552.86,Extreme Fear
544,2019-07-29,13791445323,9519.15,Extreme Fear
545,2019-07-30,13829811132,9607.42,Extreme Fear
546,2019-07-31,16631520648,10085.63,Fear
547,2019-08-01,17165337858,10399.67,Greed
548,2019-08-02,17489094082,10518.17,Greed
549,2019-08-03,15352685061,10821.73,Greed
550,2019-08-04,16530894787,10970.18,Greed
551,2019-08-05,23875988832,11805.65,Greed
552,2019-08-06,23635107660,11478.17,Greed
553,2019-08-07,22194988641,11941.97,Fear
554,2019-08-08,19481591730,11966.41,Greed
555,2019-08-09,18339989960,11862.94,Greed
556,2019-08-10,18125355447,11354.02,Greed
557,2019-08-11,15774371518,11523.58,Fear
558,2019-08-12,13647198229,11382.62,Neutral
559,2019-08-13,16681503537,10895.83,Fear
560,2019-08-14,19990838300,10051.70,Extreme Fear
561,2019-08-15,22899115082,10311.55,Extreme Fear
562,2019-08-16,20228207096,10374.34,Fear
563,2019-08-17,13778035685,10231.74,Extreme Fear
564,2019-08-18,12999813869,10345.81,Extreme Fear
565,2019-08-19,16038264603,10916.05,Fear
566,2019-08-20,15053082175,10763.23,Fear
567,2019-08-21,19473084768,10138.05,Extreme Fear
568,2019-08-22,17097508856,10131.06,Extreme Fear
569,2019-08-23,15627023886,10407.96,Fear
570,2019-08-24,15451030650,10159.96,Fear
571,2019-08-25,14153856610,10138.52,Fear
572,2019-08-26,18438654080,10370.82,Fear
573,2019-08-27,14762609503,10185.50,Fear
